id,release_date,movie,production_budget,domestic_gross,worldwide_gross
50,25-Nov-09,The Princess and the Frog,105000000.00 ,104400899.00,270997378.00
51,7-Mar-08,"10,000 B.C.",105000000.00 ,94784201.00,269065678.00
52,22-Jul-16,Ice Age: Collision Course,105000000.00 ,64063008.00,402156682.00
53,27-Apr-01,Town & Country,105000000.00 ,6712451.00,10364769.00
54,22-Sep-17,Kingsman: The Golden Circle,104000000.00 ,100234838.00,408803696.00
55,9-Jun-00,Gone in 60 Seconds,103300000.00 ,101643008.00,232643008.00
56,5-May-00,Gladiator,103000000.00 ,187683805.00,457683805.00
57,23-May-13,The Hangover 3,103000000.00 ,112200072.00,362000072.00
58,9-Mar-18,A Wrinkle in Time,103000000.00 ,100478608.00,133401882.00
59,1-Jul-09,Public Enemies,102500000.00 ,97104620.00,212282709.00
60,17-Nov-06,Casino Royale,102000000.00 ,167365000.00,594420283.00
61,21-Jun-02,Minority Report,102000000.00 ,132024714.00,358824714.00
62,21-Dec-18,Bumblebee,102000000.00 ,127195589.00,465195589.00
63,26-Oct-12,Cloud Atlas,102000000.00 ,27108272.00,130673154.00
64,15-Nov-02,Harry Potter and the Chamber of Secrets,100000000.00 ,262233381.00,879225135.00
65,2-Jul-91,Terminator 2: Judgment Day,100000000.00 ,203464105.00,515419827.00
66,16-Jun-95,Batman Forever,100000000.00 ,184031112.00,336529144.00
67,27-Jul-01,Planet of the Apes,100000000.00 ,180011740.00,362211740.00
68,19-Nov-04,National Treasure,100000000.00 ,173005002.00,331323410.00
69,25-Dec-12,Django Unchained,100000000.00 ,162805434.00,449948323.00
70,22-Dec-10,Little Fockers,100000000.00 ,148438600.00,310650574.00
71,15-Jul-94,True Lies,100000000.00 ,146282411.00,365300000.00
72,2-Nov-07,American Gangster,100000000.00 ,130164645.00,267985456.00
73,18-Sep-09,Cloudy with a Chance of Meatballs,100000000.00 ,124870275.00,236827677.00
74,6-Aug-10,The Other Guys,100000000.00 ,119219978.00,170936470.00
75,17-Dec-04,Lemony Snicket's A Series of Unfortunate Events,100000000.00 ,118627117.00,212956024.00
76,25-Dec-13,The Wolf of Wall Street,100000000.00 ,116900694.00,389870414.00
77,24-May-13,Epic,100000000.00 ,107518682.00,262794441.00
78,21-Jun-96,Eraser,100000000.00 ,101295562.00,234400000.00
79,21-Jun-96,The Hunchback of Notre Dame,100000000.00 ,100138851.00,325500000.00
80,15-Dec-00,The Emperor's New Groove,100000000.00 ,89296573.00,169296573.00
81,17-Aug-12,The Expendables 2,100000000.00 ,85028192.00,311979256.00
82,16-Oct-09,Where the Wild Things Are,100000000.00 ,77233467.00,99123656.00
83,15-Dec-06,Eragon,100000000.00 ,75030163.00,249488115.00
84,25-Jul-14,Hercules,100000000.00 ,72688614.00,243388614.00
85,10-Dec-10,The Tourist,100000000.00 ,67631157.00,278731369.00
86,24-Nov-99,End of Days,100000000.00 ,66889043.00,212026975.00
87,11-Jun-04,The Stepford Wives,100000000.00 ,59475623.00,96221971.00
88,8-Jun-07,Surf's Up,100000000.00 ,58867694.00,145395745.00
89,8-Dec-06,Blood Diamond,100000000.00 ,57377916.00,171377916.00
90,24-Sep-10,Legend of the Guardians: The Owls of Ga'Hoole,100000000.00 ,55675313.00,139716717.00
91,7-Nov-97,Starship Troopers,100000000.00 ,54768952.00,121100000.00
92,5-Jun-09,Land of the Lost,100000000.00 ,49438370.00,69548641.00
93,25-Dec-03,Peter Pan,100000000.00 ,48417850.00,95255485.00
94,15-Mar-19,Wonder Park,100000000.00 ,45216793.00,115149422.00
95,23-Jul-04,Catwoman,100000000.00 ,40202379.00,82145379.00
96,15-Aug-14,The Expendables 3,100000000.00 ,39322544.00,209461378.00
97,27-Nov-02,Treasure Planet,100000000.00 ,38120554.00,91800000.00
98,12-Mar-10,Green Zone,100000000.00 ,35497337.00,97523020.00
99,20-Oct-17,Geostorm,100000000.00 ,33700160.00,220796009.00
100,25-Dec-15,Point Break,100000000.00 ,28782481.00,126704591.00
1,11-Dec-15,In the Heart of the Sea,100000000.00 ,25020758.00,89693309.00
2,18-Apr-14,Transcendence,100000000.00 ,23022309.00,103039258.00
3,18-Feb-05,Son of the Mask,100000000.00 ,17018422.00,59918422.00
4,14-Dec-18,Mortal Engines,100000000.00 ,15951040.00,85287417.00
5,16-Aug-02,The Adventures of Pluto Nash,100000000.00 ,4411102.00,7094995.00
6,20-Jan-12,Jin lÃ­ng shÃ­ san chai,100000000.00 ,311434.00,98227017.00
7,6-Nov-15,The Peanuts Movie,99000000.00 ,130178411.00,250091610.00
8,8-Feb-19,The LEGO Movie 2: The Second Part,99000000.00 ,105806508.00,190325698.00
9,21-Nov-18,Robin Hood,99000000.00 ,30824628.00,84747441.00
10,4-May-01,The Mummy Returns,98000000.00 ,202007640.00,435040395.00
11,20-Dec-02,Gangs of New York,97000000.00 ,77730500.00,183124621.00
12,19-May-17,Alien: Covenant,97000000.00 ,74262031.00,238521247.00
13,13-Mar-15,Cinderella,95000000.00 ,201151353.00,534551353.00
14,13-Jul-12,Ice Age: Continental Drift,95000000.00 ,161321843.00,879765137.00
15,28-Dec-01,Black Hawk Down,95000000.00 ,108638745.00,159691085.00
16,27-May-10,Sex and the City 2,95000000.00 ,95347692.00,294680778.00
17,12-Feb-10,Percy Jackson & the Olympians: The Lightning Thief,95000000.00 ,88768303.00,223050874.00
18,10-Aug-12,The Campaign,95000000.00 ,86907746.00,104907746.00
19,12-Nov-10,Unstoppable,95000000.00 ,81562942.00,165720921.00
20,9-May-97,The Fifth Element,95000000.00 ,63570862.00,263898761.00
21,31-Mar-00,The Road to El Dorado,95000000.00 ,50802661.00,65700000.00
22,11-Dec-09,The Lovely Bones,95000000.00 ,44114232.00,94894448.00
23,19-Aug-16,Ben-Hur,95000000.00 ,26410477.00,91669648.00
24,6-Feb-15,Seventh Son,95000000.00 ,17725785.00,108874967.00
25,30-May-03,Finding Nemo,94000000.00 ,380529370.00,936429370.00
26,17-Dec-03,The Lord of the Rings: The Return of the King,94000000.00 ,377845905.00,1141403341.00
27,18-Dec-02,The Lord of the Rings: The Two Towers,94000000.00 ,342548984.00,934699645.00
28,15-Jun-01,Lara Croft: Tomb Raider,94000000.00 ,131144183.00,273330185.00
29,13-Feb-15,Kingsman: The Secret Service,94000000.00 ,128261724.00,404561724.00
30,18-Jul-01,Jurassic Park III,93000000.00 ,181166115.00,365900000.00
31,5-Aug-11,Rise of the Planet of the Apes,93000000.00 ,176760185.00,470986200.00
32,14-Feb-08,The Spiderwick Chronicles,92500000.00 ,71195053.00,162839667.00
33,5-Nov-04,The Incredibles,92000000.00 ,261441092.00,614726752.00
34,14-Feb-13,A Good Day to Die Hard,92000000.00 ,67349198.00,304249198.00
35,9-Apr-04,The Alamo,92000000.00 ,22406362.00,23911362.00
36,22-Dec-95,Cutthroat Island,92000000.00 ,10017322.00,18517322.00
37,25-Dec-13,The Secret Life of Walter Mitty,91000000.00 ,58236838.00,187861183.00
38,20-Dec-17,Jumanji: Welcome to the Jungle,90000000.00 ,404508916.00,964496193.00
39,1-Jul-97,Men in Black,90000000.00 ,250690539.00,587790539.00
40,19-Nov-99,Toy Story 2,90000000.00 ,245852179.00,511358276.00
41,3-Aug-01,Rush Hour 2,90000000.00 ,226164286.00,347425832.00
42,25-Dec-09,Sherlock Holmes,90000000.00 ,209028679.00,498438212.00
43,1-Jul-09,Ice Age: Dawn of the Dinosaurs,90000000.00 ,196573705.00,859701857.00
44,14-Dec-18,Spider-Man: Into The Spider-Verse 3D,90000000.00 ,190173195.00,375381768.00
45,21-Jul-00,What Lies Beneath,90000000.00 ,155464351.00,288693989.00
46,15-Apr-11,Rio,90000000.00 ,143619809.00,487519809.00
47,6-Oct-06,The Departed,90000000.00 ,132384315.00,289660619.00
48,3-Nov-00,Charlie's Angels,90000000.00 ,125305545.00,259736090.00
49,19-Jun-98,Mulan,90000000.00 ,120620254.00,303500000.00
50,13-Aug-08,Tropic Thunder,90000000.00 ,110515313.00,191145256.00
51,20-Dec-11,The Girl with the Dragon Tattoo,90000000.00 ,102515793.00,239373970.00
52,11-Jul-97,Contact,90000000.00 ,100920329.00,165900000.00
53,6-Jun-08,You Don't Mess With the Zohan,90000000.00 ,100018837.00,202910991.00
54,19-May-95,Die Hard: With a Vengeance,90000000.00 ,100012499.00,366101666.00
55,23-Sep-16,The Magnificent Seven,90000000.00 ,93432655.00,162525156.00
56,18-Dec-15,Alvin and the Chipmunks: The Road Chip,90000000.00 ,85886987.00,249517956.00
57,8-Jun-01,Atlantis: The Lost Empire,90000000.00 ,84052762.00,186049020.00
58,25-Dec-08,Valkyrie,90000000.00 ,83107829.00,203932174.00
59,24-Jul-15,Pixels,90000000.00 ,78765986.00,244041804.00
60,29-Jun-01,Artificial Intelligence: AI,90000000.00 ,78616689.00,235900000.00
61,26-Nov-03,The Haunted Mansion,90000000.00 ,75817994.00,155750628.00
62,4-Aug-00,Hollow Man,90000000.00 ,73209340.00,191200000.00
63,22-Apr-05,The Interpreter,90000000.00 ,72708161.00,162753837.00
64,7-Aug-13,Percy Jackson: Sea of Monsters,90000000.00 ,68559554.00,200859554.00
65,25-Jul-03,Lara Croft: Tomb Raider: The Cradle of Life,90000000.00 ,65653758.00,157092943.00
66,10-Jun-16,Now You See Me 2,90000000.00 ,65075540.00,328325007.00
67,21-Nov-01,Spy Game,90000000.00 ,62362560.00,143049560.00
68,4-Apr-97,The Saint,90000000.00 ,61363304.00,169400000.00
69,10-Mar-00,Mission to Mars,90000000.00 ,60874615.00,106000000.00
70,16-Mar-18,Tomb Raider,90000000.00 ,58250803.00,273477501.00
71,17-Dec-99,Bicentennial Man,90000000.00 ,58220776.00,87420776.00
72,7-Jul-04,King Arthur,90000000.00 ,51877963.00,203877963.00
73,25-Apr-97,Volcano,90000000.00 ,47546796.00,120100000.00
74,26-Mar-97,The Devil's Own,90000000.00 ,42885593.00,140900000.00
75,19-Jul-02,K-19: The Widowmaker,90000000.00 ,35168966.00,65716126.00
76,19-Aug-11,Conan the Barbarian,90000000.00 ,21295021.00,63356133.00
77,21-Oct-11,The Three Musketeers,90000000.00 ,20377913.00,139877913.00
78,21-Apr-17,The Promise,90000000.00 ,8224288.00,10551417.00
79,24-Nov-10,The Nutcracker in 3D,90000000.00 ,195459.00,20466016.00
80,13-Dec-17,Bright,90000000.00 ,0.00,0.00
81,31-Dec-19,Army of the Dead,90000000.00 ,0.00,0.00
82,10-May-96,Twister,88000000.00 ,241688385.00,495700000.00
83,3-Jun-05,Cinderella Man,88000000.00 ,61649911.00,105021488.00
84,14-Sep-18,The Predator,88000000.00 ,51024708.00,159487563.00
85,8-Jul-05,Fantastic Four,87500000.00 ,154696080.00,333132750.00
86,9-Feb-01,Hannibal,87000000.00 ,165092266.00,350100280.00
87,25-Jul-03,Seabiscuit,86000000.00 ,120277854.00,148715342.00
88,22-Dec-00,Cast Away,85000000.00 ,233632142.00,427230516.00
89,17-Nov-06,Happy Feet,85000000.00 ,198000317.00,385000317.00
90,7-Dec-01,Ocean's Eleven,85000000.00 ,183417150.00,450728529.00
91,23-Jul-04,The Bourne Supremacy,85000000.00 ,176087450.00,311001124.00
92,25-Jul-97,Air Force One,85000000.00 ,172956409.00,315268353.00
93,3-Apr-09,Fast & Furious,85000000.00 ,155064265.00,363064265.00
94,14-Mar-08,Horton Hears a Who,85000000.00 ,154529439.00,299477886.00
95,21-Mar-14,Divergent,85000000.00 ,150947895.00,276014965.00
96,28-Sep-12,Hotel Transylvania,85000000.00 ,148313048.00,378505812.00
97,5-Apr-19,Shazam!,85000000.00 ,139606856.00,362899733.00
98,21-Nov-07,Enchanted,85000000.00 ,127706877.00,340384141.00
99,10-Feb-12,Safe House,85000000.00 ,126181630.00,208542162.00
100,20-Jul-07,I Now Pronounce You Chuck and Larry,85000000.00 ,119725280.00,185708462.00
1,8-Jun-07,Ocean's Thirteen,85000000.00 ,117144465.00,311744465.00
2,25-Dec-09,Itâs Complicated,85000000.00 ,112735375.00,224614744.00
3,20-Nov-98,Enemy of the State,85000000.00 ,111549836.00,250649836.00
4,29-Sep-06,Open Season,85000000.00 ,85105259.00,191932158.00
5,4-Nov-11,Tower Heist,85000000.00 ,78046570.00,150422946.00
6,22-Nov-00,102 Dalmatians,85000000.00 ,66941559.00,66941559.00
7,30-Mar-12,Mirror Mirror,85000000.00 ,64935167.00,173613482.00
8,8-Dec-06,The Holiday,85000000.00 ,63280000.00,205190324.00
9,16-Jun-06,The Fast and the Furious: Tokyo Drift,85000000.00 ,62615510.00,157794205.00
10,9-Dec-05,Memoirs of a Geisha,85000000.00 ,57010853.00,161510853.00
11,16-Mar-01,Enemy at the Gates,85000000.00 ,51396781.00,96971293.00
12,18-Jun-93,Last Action Hero,85000000.00 ,50016394.00,137298489.00
13,26-Sep-03,The Rundown,85000000.00 ,47641743.00,80831893.00
14,23-Nov-11,Arthur Christmas,85000000.00 ,46462469.00,149717124.00
15,20-Jan-17,xXx: Return of Xander Cage,85000000.00 ,44898413.00,345033359.00
16,13-Nov-98,Meet Joe Black,85000000.00 ,44650003.00,44650003.00
17,30-Jul-10,Cats & Dogs: The Revenge of Kitty Galore,85000000.00 ,43585753.00,113026383.00
18,8-Feb-02,Collateral Damage,85000000.00 ,40048332.00,78353508.00
19,15-Mar-02,Showtime,85000000.00 ,37948765.00,78948765.00
20,30-Jun-95,Judge Dredd,85000000.00 ,34687912.00,113487912.00
21,2-Mar-07,Zodiac,85000000.00 ,33080084.00,83080084.00
22,13-Aug-10,Scott Pilgrim vs. The World,85000000.00 ,31611316.00,48056764.00
23,28-Mar-03,The Core,85000000.00 ,31111260.00,74132631.00
24,9-May-97,Father's Day,85000000.00 ,28681080.00,35681080.00
25,20-Dec-17,The Greatest Showman,84000000.00 ,174340174.00,386665550.00
26,14-Jun-02,Scooby-Doo,84000000.00 ,153294164.00,276294164.00
27,28-Jul-00,Nutty Professor II: The Klumps,84000000.00 ,123307945.00,166307945.00
28,19-Jul-13,RED 2,84000000.00 ,53262560.00,141507355.00
29,23-Jun-06,Click,82500000.00 ,137355633.00,237685089.00
30,15-Dec-06,Charlotte's Web,82500000.00 ,82985708.00,143985708.00
31,14-Feb-08,Jumper,82500000.00 ,80172128.00,222640812.00
32,11-Jul-08,Hellboy II: The Golden Army,82500000.00 ,75986503.00,160388063.00
33,27-May-05,The Longest Yard,82000000.00 ,158119460.00,191558505.00
34,13-Aug-10,The Expendables,82000000.00 ,103068524.00,268268174.00
35,17-Nov-00,The 6th Day,82000000.00 ,34543701.00,96024898.00
36,21-Feb-20,Call of the Wild,82000000.00 ,0.00,0.00
37,23-May-03,Bruce Almighty,81000000.00 ,242704995.00,484468608.00
38,23-Mar-12,The Hunger Games,80000000.00 ,408010692.00,677923379.00
39,26-May-11,The Hangover Part II,80000000.00 ,254464305.00,586464305.00
40,21-May-96,Mission: Impossible,80000000.00 ,180981886.00,457697994.00
41,10-Feb-17,The Lego Batman Movie,80000000.00 ,175750384.00,310660018.00
42,25-Sep-15,Hotel Transylvania 2,80000000.00 ,169700110.00,469500298.00
43,18-Jun-92,Batman Returns,80000000.00 ,162833635.00,266824291.00
44,7-May-99,The Mummy,80000000.00 ,155385488.00,416385488.00
45,19-May-06,Over the Hedge,80000000.00 ,155019340.00,343397247.00
46,21-Jun-02,Lilo & Stitch,80000000.00 ,145771527.00,245800000.00
47,8-May-98,Deep Impact,80000000.00 ,140464664.00,349464664.00
48,12-Jul-13,Grown Ups 2,80000000.00 ,133668525.00,247023808.00
49,16-Dec-11,Alvin and the Chipmunks: Chipwrecked,80000000.00 ,133107389.00,349088523.00
50,20-Jun-08,Get Smart,80000000.00 ,130319208.00,226739416.00
51,11-Mar-05,Robots,80000000.00 ,128200012.00,260700012.00
52,19-Feb-10,Shutter Island,80000000.00 ,128012934.00,299461782.00
53,12-Dec-03,Something's Gotta Give,80000000.00 ,124685242.00,266685242.00
54,26-Nov-08,Four Christmases,80000000.00 ,120146040.00,168311558.00
55,27-Jun-97,Face/Off,80000000.00 ,112276146.00,241200000.00
56,25-Dec-08,Bedtime Stories,80000000.00 ,110101975.00,221468935.00
57,12-Jul-02,Road to Perdition,80000000.00 ,104054514.00,183354514.00
58,11-Feb-11,Just Go With It,80000000.00 ,103028109.00,214974953.00
59,14-Feb-03,Daredevil,80000000.00 ,102543518.00,182782518.00
60,26-Sep-08,Eagle Eye,80000000.00 ,101440743.00,180585259.00
61,6-Jun-97,Con Air,80000000.00 ,101117573.00,224117573.00
62,17-Dec-10,Yogi Bear,80000000.00 ,100246011.00,204774690.00
63,25-Dec-03,Cold Mountain,80000000.00 ,95632614.00,165173909.00
64,15-Jan-10,The Book of Eli,80000000.00 ,94835059.00,158750817.00
65,26-Nov-97,Flubber,80000000.00 ,92993801.00,177993801.00
66,23-Jul-99,The Haunting,80000000.00 ,91188905.00,180188905.00
67,15-Nov-96,Space Jam,80000000.00 ,90463534.00,250200000.00
68,17-Oct-14,Fury,80000000.00 ,85817906.00,210315681.00
69,28-Sep-18,Smallfoot,80000000.00 ,83240103.00,213691277.00
70,10-Feb-06,The Pink Panther,80000000.00 ,82226474.00,158926474.00
71,8-Jul-11,Zookeeper,80000000.00 ,80360866.00,170805525.00
72,12-Dec-08,The Day the Earth Stood Still,80000000.00 ,79366978.00,237370350.00
73,8-Aug-97,Conspiracy Theory,80000000.00 ,76118990.00,142783718.00
74,12-Jun-98,"Six Days, Seven Nights",80000000.00 ,74339294.00,164800000.00
75,24-May-02,Spirit: Stallion of the Cimarron,80000000.00 ,73215310.00,106515310.00
76,8-Jun-01,Swordfish,80000000.00 ,69772969.00,147080413.00
77,31-Dec-99,Fantasia 2000 (Theatrical Release),80000000.00 ,69610858.00,69618634.00
78,3-Apr-98,Lost In Space,80000000.00 ,69117629.00,136047317.00
79,30-Jul-04,The Manchurian Candidate,80000000.00 ,65948711.00,96148711.00
80,22-Nov-06,DÃ©jÃ Vu,80000000.00 ,64038616.00,181038616.00
81,7-Jun-19,The Secret Life of Pets 2,80000000.00 ,63795655.00,113351496.00
82,24-Jun-05,Bewitched,80000000.00 ,63313159.00,131159306.00
83,8-Mar-02,The Time Machine,80000000.00 ,56684819.00,98983590.00
84,2-Oct-98,What Dreams May Come,80000000.00 ,55485043.00,71485043.00
85,25-Dec-98,Mighty Joe Young,80000000.00 ,50632037.00,50632037.00
86,28-Oct-05,The Legend of Zorro,80000000.00 ,45575336.00,141475336.00
87,10-Nov-00,Little Nicky,80000000.00 ,39442871.00,58270391.00
88,25-Sep-09,Surrogates,80000000.00 ,38577772.00,119668350.00
89,8-Jun-01,Evolution,80000000.00 ,38311134.00,98341932.00
90,26-Aug-05,The Brothers Grimm,80000000.00 ,37899638.00,105299638.00
91,13-Dec-96,Mars Attacks!,80000000.00 ,37771017.00,101371017.00
92,14-Apr-06,The Wild,80000000.00 ,37384046.00,99010667.00
93,20-Dec-13,Walking with Dinosaurs,80000000.00 ,36076121.00,123368842.00
94,22-Dec-00,Thirteen Days,80000000.00 ,34566746.00,66554547.00
95,6-Dec-96,Daylight,80000000.00 ,32908290.00,158908290.00
96,23-Oct-15,The Last Witch Hunter,80000000.00 ,27367660.00,130818912.00
97,21-Feb-14,Pompeii,80000000.00 ,23169033.00,108469033.00
98,12-May-00,Battlefield Earth: A Saga of the Year 3000,80000000.00 ,21471685.00,29725663.00
99,14-Nov-03,Looney Tunes: Back in Action,80000000.00 ,20950820.00,54540662.00
100,18-Dec-09,Nine,80000000.00 ,19676965.00,53508858.00
1,26-Nov-03,Timeline,80000000.00 ,19480739.00,26703184.00
2,22-Apr-10,Oceans,80000000.00 ,19422319.00,86787530.00
3,25-Nov-98,Babe: Pig in the City,80000000.00 ,18319860.00,69131860.00
4,25-Dec-97,The Postman,80000000.00 ,17650704.00,20841123.00
5,10-Nov-00,Red Planet,80000000.00 ,17480890.00,33463969.00
6,12-Jan-07,Arthur et les Minimoys,80000000.00 ,15132763.00,113325743.00
7,17-Aug-07,The Invasion,80000000.00 ,15074191.00,40147042.00
8,2-Sep-05,A Sound of Thunder,80000000.00 ,1900451.00,6300451.00
9,15-Jun-94,The Lion King,79300000.00 ,421785283.00,986214868.00
10,10-Feb-12,Journey 2: The Mysterious Island,79000000.00 ,103860290.00,318146162.00
11,11-Nov-11,Jack and Jill,79000000.00 ,74158157.00,150519217.00
12,21-Dec-01,A Beautiful Mind,78000000.00 ,170708996.00,317668058.00
13,27-Sep-13,Cloudy with a Chance of Meatballs 2,78000000.00 ,119793567.00,274392649.00
14,4-Oct-02,Red Dragon,78000000.00 ,92955420.00,206455420.00
15,5-Mar-04,Hidalgo,78000000.00 ,67286731.00,108086731.00
16,11-Jul-03,The League of Extraordinary Gentlemen,78000000.00 ,66465204.00,179265204.00
17,20-Aug-04,Exorcist: The Beginning,78000000.00 ,41814863.00,43957541.00
18,31-Dec-12,AstÃ©rix et ObÃ©lix: Au service de Sa MajestÃ©,77600000.00 ,0.00,60680125.00
19,12-Feb-16,The Little Prince,77500000.00 ,1311213.00,102028919.00
20,22-Jan-19,Renegades,77500000.00 ,0.00,1521672.00
21,20-Jul-18,The Equalizer 2,77000000.00 ,102084362.00,190453132.00
22,3-Jul-13,Despicable Me 2,76000000.00 ,368065385.00,975216835.00
23,6-Jun-03,2 Fast 2 Furious,76000000.00 ,127120058.00,236410607.00
24,25-Dec-06,Children of Men,76000000.00 ,35552383.00,69845011.00
25,30-Jun-00,The Adventures of Rocky & Bullwinkle,76000000.00 ,26000610.00,35129610.00
26,8-Jul-16,The Secret Life of Pets,75000000.00 ,368384330.00,886750534.00
27,2-Jul-96,Independence Day,75000000.00 ,306169255.00,817400878.00
28,9-Nov-18,Dr. Seussâ The Grinch,75000000.00 ,270620950.00,511002426.00
29,21-Dec-16,Sing,75000000.00 ,270329045.00,634454789.00
30,30-Jun-17,Despicable Me 3,75000000.00 ,264624300.00,1034727750.00
31,22-May-97,The Lost World: Jurassic Park,75000000.00 ,229086679.00,618638999.00
32,31-Mar-06,Ice Age: The Meltdown,75000000.00 ,195330621.00,651899282.00
33,27-May-05,Madagascar,75000000.00 ,193595521.00,556559566.00
34,25-Jun-10,Grown Ups,75000000.00 ,162001186.00,272223430.00
35,1-Oct-04,Shark Tale,75000000.00 ,161412000.00,371917043.00
36,14-Jul-00,X-Men,75000000.00 ,157299717.00,296872367.00
37,27-Jun-08,Wanted,75000000.00 ,134508551.00,342416460.00
